,UniProt ID,InChI Key,Parameter,Value,Unit,Database Source,Database Target ID,Database Ligand ID,Reference,Interaction_type
30422,P43116,XHFNHGXDNFRXKW-JKUHXCCASA-N,EC50,>10000,nM,ChEMBL,CHEMBL1881,CHEMBL3986027,None,0
30423,P30542,CEIXOLCMCOWYMV-MDULWEFBSA-N,EC50,>10000,nM,ChEMBL,CHEMBL226,CHEMBL591423,20031406,0
30424,O14842,ONECIFACQAJVRO-UHFFFAOYSA-N,EC50,2959,nM,ChEMBL,CHEMBL4422,CHEMBL3920591,27815121,0
30425,P47745,PAOANWZGLPPROA-RQXXJAGISA-N,EC50,24547.09,nM,ChEMBL,CHEMBL2304404,CHEMBL331372,2016707,0
30426,O14842,NWLSSYVWXFGZOF-CYBMUJFWSA-N,EC50,>10000,nM,ChEMBL,CHEMBL4422,CHEMBL3979448,28105282,0
30427,P41231,URJOBJGVBHZRMG-YIPCRTQPSA-N,EC50,500,nM,ChEMBL,CHEMBL4398,CHEMBL1784292,21528910,1
30428,O95977,CLAHWMCGEBXKHS-UHFFFAOYSA-N,EC50,569.8,nM,ChEMBL,CHEMBL3230,CHEMBL1723233,PubChem BioAssay data set,1
30429,P29275,INGLINQFJUMLPQ-MEQWQQMJSA-N,EC50,2511.89,nM,ChEMBL,CHEMBL255,CHEMBL3133159,"MedChemComm, (2014) 5:2:192",0
30430,P25100,FSOUVFKZLYLZCE-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL223,CHEMBL258178,18400496,0
30431,P34972,NBBKJUPDXMTBPT-UHFFFAOYSA-N,EC50,4.5,nM,ChEMBL,CHEMBL253,CHEMBL3938202,None,1
30432,P35372,MTTFTOLSXOKFQE-INIZCTEOSA-N,EC50,1750,nM,ChEMBL,CHEMBL233,CHEMBL3394006,25599839,0
30433,P34972,MCGMVAFPXXKMBP-UHFFFAOYSA-N,EC50,13.5,nM,ChEMBL,CHEMBL253,CHEMBL3968642,None,1
30434,P37288,AMZPRFFYULYJOF-PFCVTPPASA-N,EC50,69.18,nM,ChEMBL,CHEMBL1889,CHEMBL1817690,21688787,1
30435,P21554,NGPRAOCZAUSXAZ-UHFFFAOYSA-N,EC50,2512,nM,ChEMBL,CHEMBL218,CHEMBL1950925,22130134,0
30436,P34972,ZSDCIGBPLNGCSQ-UHFFFAOYSA-N,EC50,24.6,nM,ChEMBL,CHEMBL253,CHEMBL3970254,None,1
30437,P14416,OIAXYOYURWHBOP-PYCFMQQDSA-N,EC50,>10000,nM,ChEMBL,CHEMBL217,CHEMBL212290,16913699,0
30438,P30543,GEERMPLJABIPET-BORQHUKESA-N,EC50,28.7,nM,ChEMBL,CHEMBL302,CHEMBL605265,7739005,1
30439,Q9H228,FZOFYAKHPAXACJ-NQBQSDHDSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2274,CHEMBL603442,19954976,0
30440,P30989,OGBSYIBKUOKZLS-UHFFFAOYSA-N,EC50,2910,nM,ChEMBL,CHEMBL4123,CHEMBL1577981,PubChem BioAssay data set,0
30441,P41143,LTNSZIYAGMZDDY-QMXRFRSXSA-N,EC50,5.888,nM,ChEMBL,CHEMBL236,CHEMBL262172,16686530,1
30442,P21453,PESLCTHINYVCSC-UHFFFAOYSA-N,EC50,0.095,nM,ChEMBL,CHEMBL4333,CHEMBL3358955,25516794,1
30443,P35363,XIRQXJPTUNGKPZ-UHFFFAOYSA-N,EC50,426.82,nM,ChEMBL,CHEMBL5377,CHEMBL1870405,PubChem BioAssay data set,1
30444,Q99500,LXNKUNKMYYJPKD-VWLOTQADSA-N,EC50,>3000,nM,ChEMBL,CHEMBL3892,CHEMBL1093823,20304639,0
30445,P13945,HCRWXYFCVVDWAC-YTTGMZPUSA-N,EC50,5,nM,ChEMBL,CHEMBL246,CHEMBL286437,10888325,1
30446,P34972,RCMWNKYGQYPQEZ-UHFFFAOYSA-N,EC50,178.4,nM,ChEMBL,CHEMBL253,CHEMBL3956205,None,1
30447,P35372,IJMJVMSWHAZBCX-UHFFFAOYSA-N,EC50,3000,nM,ChEMBL,CHEMBL233,CHEMBL3426790,25901762,0
30448,P30559,MHBREDPLUPHLHN-NIFJBHDKSA-N,EC50,0.06,nM,ChEMBL,CHEMBL2049,CHEMBL3353949,24874785,1
30449,Q9Y2T6,GEOWISNUVFADMB-UHFFFAOYSA-N,EC50,138,nM,ChEMBL,CHEMBL1075322,CHEMBL1453578,PubChem BioAssay data set,1
30450,P34972,YVAYPXZJQGIWMD-UHFFFAOYSA-N,EC50,360,nM,ChEMBL,CHEMBL253,CHEMBL524839,18680277,1
30451,P28223,XZMJUEBEHUZKPW-UHFFFAOYSA-N,EC50,687,nM,ChEMBL,CHEMBL224,CHEMBL2393236,23537943,1
30452,P41149,YSBBQLMGIDMSEJ-HVRNLMOBSA-N,EC50,507,nM,ChEMBL,CHEMBL4489,CHEMBL432201,12061882,1
30453,P35368,BZZFDOAWNMBVEQ-UHFFFAOYSA-N,EC50,63.1,nM,ChEMBL,CHEMBL232,CHEMBL98243,11597419,1
30454,P41968,QTGLDSNZORTQEK-PIHYJXJMSA-N,EC50,>10000,nM,ChEMBL,CHEMBL4644,CHEMBL3600832,26218460,0
30455,P32245,HQPISMGZXLHBTG-VXLAJHQFSA-N,EC50,25,nM,ChEMBL,CHEMBL259,CHEMBL1209252,20598533,1
30456,P35348,JQBLEBHNQPKFKG-UHFFFAOYSA-N,EC50,31.62,nM,ChEMBL,CHEMBL229,CHEMBL421011,11597419,1
30457,P14416,PXGMOFVEMKIYBL-BSYVCWPDSA-N,EC50,>10000,nM,ChEMBL,CHEMBL217,CHEMBL376639,16913699,0
30458,P61169,FTSUPYGMFAPCFZ-ZWNOBZJWSA-N,EC50,17,nM,ChEMBL,CHEMBL339,CHEMBL240773,15801839,1
30459,P41968,CLUDKTYPSAGGGT-GJOOVXBSSA-N,EC50,95,nM,ChEMBL,CHEMBL4644,CHEMBL253574,18088090,1
30460,P56450,OJCGTUCBGQEMMX-AWCRTANDSA-N,EC50,1100,nM,ChEMBL,CHEMBL3719,CHEMBL343094,14643357,0
30461,P30518,MLQGJWKVPTWZAE-VIZGXHJBSA-N,EC50,5248.07,nM,ChEMBL,CHEMBL1790,CHEMBL1817750,21688787,0
30462,P35462,OUJRMAKUNWMZPB-UHFFFAOYSA-N,EC50,41.69,nM,ChEMBL,CHEMBL234,CHEMBL3287392,24831693,1
30463,P25100,IEVQENKCCRQYBX-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL223,CHEMBL402388,18400496,0
30464,P41595,AGESLMCHEVXSAE-UHFFFAOYSA-N,EC50,207,nM,ChEMBL,CHEMBL1833,CHEMBL376456,17315987,1
30465,P07550,YSIZCQWAOAZASM-FTBISJDPSA-N,EC50,20,nM,ChEMBL,CHEMBL210,CHEMBL1203998,19581100,1
30466,Q15077,NDCFGYFBDZLTJB-LJYOZPSBSA-N,EC50,>100000,nM,ChEMBL,CHEMBL4714,CHEMBL3085531,12213051,0
30467,Q99500,IQVOGCPBMZLZNT-UHFFFAOYSA-N,EC50,>31622.78,nM,ChEMBL,CHEMBL3892,CHEMBL3770587,26751273,0
30468,Q99500,KGYARUOCLANHTR-UHFFFAOYSA-N,EC50,2500,nM,ChEMBL,CHEMBL3892,CHEMBL1938949,22104144,0
30469,P12657,AIXAANGOTKPUOY-UHFFFAOYSA-N,EC50,40000,nM,ChEMBL,CHEMBL3733,CHEMBL14,9111297,0
30470,P30518,QQKYQAUXDYEBPZ-AXFZOFTKSA-N,EC50,670,nM,ChEMBL,CHEMBL1790,CHEMBL3353934,24874785,1
30471,P33535,HPMVNXXVOVDOMU-RRPNLBNLSA-N,EC50,3,nM,ChEMBL,CHEMBL270,CHEMBL3822963,27148755,1
30472,P13945,JDDBFLDPVCNEHW-FTBISJDPSA-N,EC50,12000,nM,ChEMBL,CHEMBL246,CHEMBL1204004,19581100,0
30473,P21453,FRCSGXOZXJZAQP-UHFFFAOYSA-N,EC50,210,nM,ChEMBL,CHEMBL4333,CHEMBL1938951,22104144,1
30474,P34972,IMVAJPMCOJGEGW-UHFFFAOYSA-N,EC50,96.4,nM,ChEMBL,CHEMBL253,CHEMBL3959709,None,1
30475,P21554,JCQUZKSREGZWPN-UHFFFAOYSA-N,EC50,>100000,nM,ChEMBL,CHEMBL218,CHEMBL3092895,23795771,0
30476,P35348,PWTSJGTVQUBKFO-WOJGMQOQSA-N,EC50,52.48,nM,ChEMBL,CHEMBL229,CHEMBL346465,11844675,1
30477,P21554,XFJSCCHOOFTQRX-GHTZIAJQSA-N,EC50,>5000,nM,ChEMBL,CHEMBL218,CHEMBL3234684,23865723,0
30478,P32244,HGUGDVPBNFFDAR-LGWFJKSVSA-N,EC50,3e-06,nM,ChEMBL,CHEMBL4023,CHEMBL407845,14998337,1
30479,P41595,GIFSZBKVFDQIIZ-UHFFFAOYSA-N,EC50,1158,nM,ChEMBL,CHEMBL1833,CHEMBL1643857,21146986,0
30480,P28223,ZXMLRTRVPLFERQ-UHFFFAOYSA-N,EC50,2676,nM,ChEMBL,CHEMBL224,CHEMBL1643679,21146986,0
30481,Q8TDU6,RSVRJXDRUUJGOO-XWGMSIGLSA-N,EC50,2000,nM,ChEMBL,CHEMBL5409,CHEMBL2407932,23831134,0
30482,Q9H228,JSXUGDIEQPLAOM-UHFFFAOYSA-N,EC50,460,nM,ChEMBL,CHEMBL2274,CHEMBL211081,16682185,1
30483,Q62928,QBUJKNBDVBZVJH-IEZNSWIASA-N,EC50,1400,nM,ChEMBL,CHEMBL4909,CHEMBL2036321,22546206,0
30484,P07550,BHDFOPDSNPFXBU-NRFANRHFSA-N,EC50,>10000,nM,ChEMBL,CHEMBL210,CHEMBL434763,16931005,0
30485,Q99500,BMKLTSUONMBGPY-UHFFFAOYSA-N,EC50,8558,nM,ChEMBL,CHEMBL3892,CHEMBL3122007,24345087,0
30486,P21453,GDFRODAXFYJBKQ-UHFFFAOYSA-N,EC50,50.12,nM,ChEMBL,CHEMBL4333,CHEMBL3359854,25431977,1
30487,O14842,NTIPATIJADYXAU-UHFFFAOYSA-N,EC50,18.2,nM,ChEMBL,CHEMBL4422,CHEMBL2386364,23687558,1
30488,P21554,BDNJFEGBHVEIHB-VOTSOKGWSA-N,EC50,223.4,nM,ChEMBL,CHEMBL218,CHEMBL3890048,None,1
30489,P29275,RYJFGYAMEOEOBG-QPXQOZNCSA-N,EC50,>10000,nM,ChEMBL,CHEMBL255,CHEMBL3416798,25780876,0
30490,P18825,GJSURZIOUXUGAL-UHFFFAOYSA-N,EC50,56,nM,ChEMBL,CHEMBL1916,CHEMBL134,None,1
30491,P30518,JDOLKKGNJDRGTJ-GESINAPRSA-N,EC50,73,nM,ChEMBL,CHEMBL1790,CHEMBL3354581,24874785,1
30492,P08912,RCRAYIPXTHUIJR-UHFFFAOYSA-N,EC50,>50000,nM,ChEMBL,CHEMBL2035,CHEMBL478034,18805692,0
30493,P47901,GYGFTCDERGFHKB-URPKOMAESA-N,EC50,457.09,nM,ChEMBL,CHEMBL1921,CHEMBL1817759,21688787,1
30494,P35372,CTAUBYSSTAODOD-PKLMIRHRSA-N,EC50,92498,nM,ChEMBL,CHEMBL233,CHEMBL1256659,PubChem BioAssay data set,0
30495,Q9Y5N1,MGPIMNVSULKFFK-UHFFFAOYSA-N,EC50,377,nM,ChEMBL,CHEMBL264,CHEMBL1086105,20452213,1
30496,P13945,BABQBPWZRXVDNQ-IBGZPJMESA-N,EC50,22,nM,ChEMBL,CHEMBL246,CHEMBL67416,9873496,1
30497,P21453,YNTQRLRRXGQAKF-UHFFFAOYSA-N,EC50,316.23,nM,ChEMBL,CHEMBL4333,CHEMBL3360371,25431977,1
30498,P30542,UQOODWFWVKWKPZ-TXWJGDGWSA-N,EC50,10.2,nM,ChEMBL,CHEMBL226,CHEMBL3414943,25699637,1
30499,P43115,BKVIUNNZVOCFGC-MRXNPFEDSA-N,EC50,19234,nM,ChEMBL,CHEMBL3710,CHEMBL3908484,None,0
30500,P08588,JSEVUWGJHDUHQY-OWJIYDKWSA-N,EC50,>10000,nM,ChEMBL,CHEMBL213,CHEMBL251177,17911024,0
30501,P30518,JPLMTCHBWPJLLL-GESINAPRSA-N,EC50,18,nM,ChEMBL,CHEMBL1790,CHEMBL3354582,24874785,1
30502,P32245,VIWCHCNVHJHERJ-IHZBLBIESA-N,EC50,2500,nM,ChEMBL,CHEMBL259,CHEMBL311175,12161144,0
30503,O14842,MGYBBSHVDYKNTD-UHFFFAOYSA-N,EC50,1350,nM,ChEMBL,CHEMBL4422,CHEMBL3939004,27815121,0
30504,P14416,BEZZGCHAIFWOPE-IBGZPJMESA-N,EC50,16190,nM,ChEMBL,CHEMBL217,CHEMBL2057451,None,0
30505,P08172,MMAAVQKZYQKTJY-UHFFFAOYSA-N,EC50,43,nM,ChEMBL,CHEMBL211,CHEMBL304142,7783150,1
30506,P43088,PXGPLTODNUVGFL-YNNPMVKQSA-N,EC50,24.5,nM,ChEMBL,CHEMBL1987,CHEMBL815,15357985,1
30507,P21917,AXJMLTACSVSDBA-DAFNUICNSA-N,EC50,206,nM,ChEMBL,CHEMBL219,CHEMBL212288,16913699,1
30508,P28335,DONNJXVUHXCJHL-UHFFFAOYSA-N,EC50,24,nM,ChEMBL,CHEMBL225,CHEMBL3769421,26704965,1
30509,P25106,AVNDVFCGYOONJV-LUKCZKMGSA-N,EC50,125.89,nM,ChEMBL,CHEMBL2010631,CHEMBL3581264,26042340,1
30510,P21554,UTDRYESAERWZPI-AWEZNQCLSA-N,EC50,15640,nM,ChEMBL,CHEMBL218,CHEMBL3354543,25575658,0
30511,P33032,XUTYIKZHTPPGMX-NPIMDBKXSA-N,EC50,>10000,nM,ChEMBL,CHEMBL4608,CHEMBL436903,12036373,0
30512,P14416,GDBWCGSXGHDTJU-UHFFFAOYSA-N,EC50,501.19,nM,ChEMBL,CHEMBL217,CHEMBL1077197,20153647,1
30513,P30559,YFMNEBHLLIAEJL-OVCMMVBBSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2049,CHEMBL1817691,21688787,0
30514,P34972,DXTDAKYTMPMKEA-BHWOMJMDSA-N,EC50,24.2,nM,ChEMBL,CHEMBL253,CHEMBL3913328,None,1
30515,P21554,DDROWFUGYPOEDL-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3935791,None,0
30516,P13945,FFQQLHXSDCVRAG-DEOSSOPVSA-N,EC50,68,nM,ChEMBL,CHEMBL246,CHEMBL104061,9873681,1
30517,P29275,MYNRELUCFAQMFC-QRIDJOKKSA-N,EC50,5300,nM,ChEMBL,CHEMBL255,CHEMBL261482,10212124,0
30518,Q9EPX4,VZPXDCIISFTYOM-UHFFFAOYSA-K,EC50,25,nM,ChEMBL,CHEMBL2188,CHEMBL223344,12213051,1
30519,P34972,QFKHXFSKJAJGEQ-UHFFFAOYSA-N,EC50,0.97,nM,ChEMBL,CHEMBL253,CHEMBL584742,19921781,1
30520,P35372,LKMUXDJRCIBCRA-UHFFFAOYSA-N,EC50,>32000,nM,ChEMBL,CHEMBL233,CHEMBL1480657,PubChem BioAssay data set,0
30521,P43114,BCBYBNIDJGIOQL-UXMRNZNESA-N,EC50,203,nM,ChEMBL,CHEMBL4086,CHEMBL382197,16442794,1
30522,P41145,MTTFTOLSXOKFQE-INIZCTEOSA-N,EC50,10,nM,ChEMBL,CHEMBL237,CHEMBL3394006,25599839,1
30523,Q01727,OHBCPCNJWIQQPW-SSNHPIBPSA-N,EC50,167,nM,ChEMBL,CHEMBL4077,CHEMBL103817,12086493,1
30524,P21917,LTECTMXOGCEIFY-PTGBLXJZSA-N,EC50,148,nM,ChEMBL,CHEMBL219,CHEMBL378576,16913699,1
30525,P35372,AQCGLLJIJDLFHF-UHFFFAOYSA-N,EC50,6000,nM,ChEMBL,CHEMBL233,CHEMBL3426788,25901762,0
30526,P11229,HIAHAOIBWTWJRB-CLJLJLNGSA-N,EC50,426,nM,ChEMBL,CHEMBL216,CHEMBL3616497,26299349,1
30527,P30559,DHMCDFJJCGVQSC-OVCMMVBBSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2049,CHEMBL1819542,21688787,0
30528,P28335,WPNGDOZEXVRNMZ-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL225,CHEMBL1224034,20692833,0
30529,Q99500,BWBHJOSRBCKAGS-UHFFFAOYSA-N,EC50,2511.89,nM,ChEMBL,CHEMBL3892,CHEMBL2011735,22386243,0
30530,O54798,XCVYWQFNBIOPIX-GZBFAFLISA-N,EC50,340,nM,ChEMBL,CHEMBL1075140,CHEMBL1762263,21354793,1
30531,P34972,WENGYGXMRTYYDF-UHFFFAOYSA-N,EC50,204.5,nM,ChEMBL,CHEMBL253,CHEMBL3966810,None,1
30532,P35348,FVHLKYRSFYIRKU-UHFFFAOYSA-N,EC50,12.59,nM,ChEMBL,CHEMBL229,CHEMBL420683,11814822,1
30533,P41595,UDGYHMBUODQQEI-ZDUSSCGKSA-N,EC50,>10000,nM,ChEMBL,CHEMBL1833,CHEMBL373483,17315987,0
30534,P0DMS8,CCSPGLLRANVKRG-UHFFFAOYSA-N,EC50,>5011.87,nM,ChEMBL,CHEMBL256,CHEMBL3736433,26565745,0
30535,P47901,SVTIWZYXMBNYGF-YKRQYRESSA-N,EC50,104.71,nM,ChEMBL,CHEMBL1921,CHEMBL1817766,21688787,1
30536,P30518,SKGHLFOXMFVBHN-OTQBRQNKSA-N,EC50,140,nM,ChEMBL,CHEMBL1790,CHEMBL3354588,24874785,1
30537,P16610,YHTHZLNINQWFCI-YGTOZAMFSA-N,EC50,62,nM,ChEMBL,CHEMBL4554,CHEMBL135186,1331460,1
30538,Q99500,LUGXTNVFSDBPSU-UHFFFAOYSA-N,EC50,1711,nM,ChEMBL,CHEMBL3892,CHEMBL3133705,"MedChemComm, (2013) 4:9:1267",0
30539,Q01726,PUQCDUHMRXQJAQ-YDPTYEFTSA-N,EC50,378,nM,ChEMBL,CHEMBL3795,CHEMBL362879,15341935,1
30540,P41968,SQKAQIVUMGJDFA-FIBZEHAKSA-N,EC50,18,nM,ChEMBL,CHEMBL4644,CHEMBL439188,12036373,1
30541,P30559,HYLBIYFIXBKQIV-DSMBUKBGSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2049,CHEMBL1817757,21688787,0
30542,P32247,YPFNACALNKVZNK-MFNIMNRCSA-N,EC50,4500,nM,ChEMBL,CHEMBL4080,CHEMBL403317,12723954,0
30543,P41595,ZKNSCPDFVLIXAH-UHFFFAOYSA-N,EC50,706,nM,ChEMBL,CHEMBL1833,CHEMBL1643855,21146986,1
30544,Q01726,HLCHESOMJVGDSJ-LOYHVIPDSA-N,EC50,2850,nM,ChEMBL,CHEMBL3795,CHEMBL339053,12361385,0
30545,P21554,PVSHFURIMWEVDP-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3944695,None,0
30546,P14416,MLYZNZVURPVMPQ-KRWDZBQOSA-N,EC50,4030,nM,ChEMBL,CHEMBL217,CHEMBL3982119,None,0
30547,P34972,FWLFSZKDWQACBC-UHFFFAOYSA-N,EC50,4.9,nM,ChEMBL,CHEMBL253,CHEMBL3906456,None,1
30548,P08172,XVFJONKUSLSKSW-JTQLQIEISA-N,EC50,849,nM,ChEMBL,CHEMBL211,CHEMBL2111051,26299349,1
30549,P47746,YNZFFALZMRAPHQ-SYYKKAFVSA-N,EC50,42,nM,ChEMBL,CHEMBL3037,CHEMBL559612,22044209,1
30550,P41145,OBSYBRPAKCASQB-AGQYDFLVSA-N,EC50,4.5,nM,ChEMBL,CHEMBL237,CHEMBL445332,15869877,1
30551,P41595,PRZAIAIMOMXLFZ-GHXDPTCOSA-N,EC50,404,nM,ChEMBL,CHEMBL1833,CHEMBL469729,19284718,1
30552,P21453,PVVUFYZWSRTSJA-UHFFFAOYSA-N,EC50,41,nM,ChEMBL,CHEMBL4333,CHEMBL1651850,24900288,1
30553,P41149,DPRUDGOHUWTPRM-KELWCDABSA-N,EC50,335,nM,ChEMBL,CHEMBL4489,CHEMBL1688108,21306168,1
30554,O14842,ZSQHPVMBVGKLJL-UHFFFAOYSA-N,EC50,3586,nM,ChEMBL,CHEMBL4422,CHEMBL3985509,27815121,0
30555,O95977,JNWFGPWQDUYZIC-VEIFNGETSA-N,EC50,1400,nM,ChEMBL,CHEMBL3230,CHEMBL116953,14505636,0
30556,P25100,VSSYIFVXYPNECD-UHFFFAOYSA-N,EC50,<5011.87,nM,ChEMBL,CHEMBL223,CHEMBL352225,11844675,0
30557,P21453,HRPSBHVSFBEQRU-UHFFFAOYSA-N,EC50,5.3,nM,ChEMBL,CHEMBL4333,CHEMBL3798531,26924461,1
30558,P34972,FDJGWSOCJLZQPS-UHFFFAOYSA-N,EC50,0.26,nM,ChEMBL,CHEMBL253,CHEMBL3234676,23865723,1
30559,P21554,IDMHYNGEEYMJAY-KRWDZBQOSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3934604,None,0
30560,O95136,AGOUWTBVEAKQIJ-UHFFFAOYSA-N,EC50,>50000,nM,ChEMBL,CHEMBL2955,CHEMBL1722064,PubChem BioAssay data set,0
30561,P34972,OQQXYPGARWEACC-UHFFFAOYSA-N,EC50,135,nM,ChEMBL,CHEMBL253,CHEMBL1762299,21354795,1
30562,O14842,KRJOUGOTSWPYDG-UHFFFAOYSA-N,EC50,>9950,nM,ChEMBL,CHEMBL4422,CHEMBL3909872,27815121,0
30563,P28335,PLECUDLDNUALMN-UHFFFAOYSA-N,EC50,19.95,nM,ChEMBL,CHEMBL225,CHEMBL3978882,27864071,1
30564,P13945,SDGBOACSFGQGSM-QFIPXVFZSA-N,EC50,66,nM,ChEMBL,CHEMBL246,CHEMBL32888,11311069,1
30565,P35408,LDTVAEAOOFGOEC-OZVGAOPWSA-N,EC50,17,nM,ChEMBL,CHEMBL1836,CHEMBL223151,15566283,1
30566,P21731,SEKQEASNUGOUOU-OGYBNYPZSA-N,EC50,>10000,nM,ChEMBL,CHEMBL2069,CHEMBL3915426,None,0
30567,P13945,KNIUEVGRHZOFBO-HKBQPEDESA-N,EC50,33,nM,ChEMBL,CHEMBL246,CHEMBL59270,10987429,1
30568,P30518,PYJRSYQAUCRCNH-YKEMCRMISA-N,EC50,1600,nM,ChEMBL,CHEMBL1790,CHEMBL3354593,24874785,0
30569,P14416,NHFACONALCKCDS-DYTRJAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL217,CHEMBL212298,16913699,0
30570,P41143,OEHQPCPLTDRMHT-UHFFFAOYSA-N,EC50,300,nM,ChEMBL,CHEMBL236,CHEMBL3426799,25901762,1
30571,Q01726,DKOABVBSZAEDPP-CQPWUTEUSA-N,EC50,1300,nM,ChEMBL,CHEMBL3795,CHEMBL389674,17455928,0
30572,P18901,QLJOSZATCBCBDR-DFKUFRTHSA-N,EC50,5.1,nM,ChEMBL,CHEMBL265,CHEMBL291143,8568818,1
30573,P34972,GASVKDXPLVCOQM-UHFFFAOYSA-N,EC50,13.2,nM,ChEMBL,CHEMBL253,CHEMBL3976344,None,1
30574,Q8K3T4,FOFXXEHXOCAJIW-GNAFDRTKSA-N,EC50,93,nM,ChEMBL,CHEMBL1795180,CHEMBL2047159,23582779,1
30575,P41595,XZWBTHWEZHVQCP-LBPRGKRZSA-N,EC50,>10000,nM,ChEMBL,CHEMBL1833,CHEMBL373695,17315987,0
30576,P34972,ZTGKVOWLMNFXKC-UHFFFAOYSA-N,EC50,123,nM,ChEMBL,CHEMBL253,CHEMBL1762281,21354795,1
30577,P34972,BRIJUAPUKKFXSF-UHFFFAOYSA-N,EC50,15.6,nM,ChEMBL,CHEMBL253,CHEMBL3903687,None,1
30578,O43613,VMYZUGNAPMXMRQ-JADAZOGFSA-N,EC50,8770,nM,ChEMBL,CHEMBL5113,CHEMBL439525,14971895,0
30579,P42866,WPANEQFBKQNEAE-AOXJFMIHSA-N,EC50,800,nM,ChEMBL,CHEMBL2858,CHEMBL2418745,23880538,1
30580,P13945,PXQITGQLJXJUBG-LJAQVGFWSA-N,EC50,6.9,nM,ChEMBL,CHEMBL246,CHEMBL338794,11052788,1
30581,Q9HBW0,BXBZKTOVFLATAM-KTKRTIGZSA-N,EC50,1089,nM,ChEMBL,CHEMBL3724,CHEMBL117529,15177455,0
30582,P47901,RHAXUNULWVZJGM-NIFJBHDKSA-N,EC50,91,nM,ChEMBL,CHEMBL1921,CHEMBL3354595,24874785,1
30583,P47901,UFXWPXXCMCHPHB-GHDRINTISA-N,EC50,46,nM,ChEMBL,CHEMBL1921,CHEMBL1817702,21688787,1
30584,P41143,IJHCWGDIGBABKC-GDHOWUIUSA-N,EC50,110,nM,ChEMBL,CHEMBL236,CHEMBL407057,16686530,1
30585,P32247,BPBYYDCGWLCZRK-UHFFFAOYSA-N,EC50,2760,nM,ChEMBL,CHEMBL4080,CHEMBL1091087,20167483,0
30586,P13945,ZBESXVGRVPUTPH-NDEPHWFRSA-N,EC50,37,nM,ChEMBL,CHEMBL246,CHEMBL38562,10915043,1
30587,P34972,WXBVFZVJSITTKR-UHFFFAOYSA-N,EC50,>32000,nM,ChEMBL,CHEMBL253,CHEMBL1585996,PubChem BioAssay data set,0
30588,P21453,GIHPQDVYSVBQIQ-UHFFFAOYSA-N,EC50,200,nM,ChEMBL,CHEMBL4333,CHEMBL1951156,22264485,1
30589,P33033,YBYMKNFNNNSTAX-GMTSZFNJSA-N,EC50,>100,nM,ChEMBL,CHEMBL4774,CHEMBL602650,20056544,1
30590,P21554,RCTGZIHEPDPJNI-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3961882,None,0
30591,Q99500,KXMWZFQYNRRMQM-UHFFFAOYSA-N,EC50,>31622.78,nM,ChEMBL,CHEMBL3892,CHEMBL3770352,26751273,0
30592,P11229,VNSQNNPGGZXQAN-UHFFFAOYSA-N,EC50,400,nM,ChEMBL,CHEMBL216,CHEMBL1802360,21615150,1
30593,P33032,JKPIUTPQBDXSRH-KYFHLAJPSA-N,EC50,1.01,nM,ChEMBL,CHEMBL4608,CHEMBL313279,12036373,1
30594,P35348,XSSNKDIFQCVNLK-UHFFFAOYSA-N,EC50,19.95,nM,ChEMBL,CHEMBL229,CHEMBL17492,12643939,1
30595,P41143,CLVRCDVMIOGLTN-NCPQIZPPSA-N,EC50,8113.67,nM,ChEMBL,CHEMBL236,CHEMBL3938649,None,0
30596,Q5NUL3,IYMUTHHMEOHTBM-UHFFFAOYSA-N,EC50,1200,nM,ChEMBL,CHEMBL5339,CHEMBL3947837,28105274,0
30597,P21554,GGBNKZSCKGIUNU-UHFFFAOYSA-N,EC50,>10000,nM,ChEMBL,CHEMBL218,CHEMBL3925228,None,0
30598,P47901,GWIQAFXCHGKXGH-JEXYCROASA-N,EC50,>10000,nM,ChEMBL,CHEMBL1921,CHEMBL3354572,24874785,0
30599,P34972,GZSCMPGTPLQSFM-UHFFFAOYSA-N,EC50,112.3,nM,ChEMBL,CHEMBL253,CHEMBL3918435,None,1
30600,P21453,UDFOJJYFSUBZEJ-UHFFFAOYSA-N,EC50,700,nM,ChEMBL,CHEMBL4333,CHEMBL1081270,20149651,1
30601,O14842,LOAXBVQCTBGBBH-MRXNPFEDSA-N,EC50,>10000,nM,ChEMBL,CHEMBL4422,CHEMBL3947070,28105282,0
30602,P21453,RZVBWPXYDFOCRF-YRNVUSSQSA-N,EC50,230,nM,ChEMBL,CHEMBL4333,CHEMBL1797502,21641216,1
30603,Q01726,VIWCHCNVHJHERJ-IHZBLBIESA-N,EC50,900,nM,ChEMBL,CHEMBL3795,CHEMBL311175,12161144,1
